Title_si,Title_en,Lyricist,Lyricist_en,Lyrics,Singer,Singer_en,Composer,Composer_en,Metaphor,Source,Target,Intepretation
පියුම් නීල විල උපන් ලියේ,Piyum Neela Vila Upan Liye,අජන්තා රණසිංහ,Ajantha Ranasingha,"පියුම් නීල විල උපන් ලියේ....
අහංකාර ඔබෙ යොවුන් වියේ නෙතු කැලුම් වැදී

මගෙ හිත දුකින් රිදේ..
සිඳංගනා මුදු වදන් මලින් මට
පවන් සලන් කුමරී..
වසන්ත කතාව කියන්න කෝමල සිනා පොදින්..

පියුම් නීල විල උපන් ලියේ..
අහංකාර ඔබෙ යොවුන් වියේ නෙතු කැලුම් වැදී
මගෙ හිත දුකින් රිදේ..
සිඳංගනා මුදු වදන් මලින් මට
පවන් සලන් කුමරී..
වසන්ත කතාව කියන්න කෝමල සිනා පොදින්



ඔබගේ වරලේ..කුසුමේ සුදු රේණු පවා..

සුවඳ දෙවා..
පාවේ රෑ සිහිනේ...
මා හා රෑ පානේ..

පියුම් නීල විල උපන් ලියේ..
අහංකාර ඔබෙ යොවුන් වියේ නෙතු කැලුම් වැදී
මගෙ හිත දුකින් රිදේ..
සිඳංගනා මුදු වදන් මලින් මට
පවන් සලන් කුමරී..
වසන්ත කතාව කියන්න කෝමල සිනා පොදින්..


ඔබගේ.. දෙපයේ..වෙලෙනා හඬ නූ පුරයේ...

ජීවනයේ...
රන්වන් පෙම් අරනේ....
ආදර ගී වරුනේ..

පියුම් නීල විල උපන් ලියේ..
අහංකාර ඔබෙ යොවුන් වියේ නෙතු කැලුම් වැදී
මගෙ හිත දුකින් රිදේ..
සිඳංගනා මුදු වදන් මලින් මට
පවන් සලන් කුමරී..
වසන්ත කතාව කියන්න කෝමල සිනා පොදින්...

පියුම් නීල විල උපන් ලියේ..
අහංකාර ඔබෙ යොවුන් වියේ නෙතු කැලුම් වැදී
මගෙ හිත දුකින් රිදේ..
සිඳංගනා මුදු වදන් මලින් මට
පවන් සලන් කුමරී..

වසන්ත කතාව කියන්න කෝමල සිනා පොදින්..
වසන්ත කතාව කියන්න කෝමල සිනා පොදින්..
වසන්ත කතාව කියන්න කෝමලසිනා පොදින්....",ටී.එම්.ජයරත්න,T.M.Jayarathna,ක්ලැරන්ස් විජේවර්ධන,Clarence Wijewardena,නෙතු කැලුම් වැදී,මල්,ඇස්,ඇගේ ඇස් මල් කැකුලක් වැනිය
දෙගොඩ තලා ගඟ ගලා,Degoda Thala Ganga Gala,කුලරත්න ආරියවංශ,Kularathna Ariyawansa,"දෙගොඩ තලා ගඟ ගලා

මෙගොඩ ගොඩේ ඈ හිඳී
තොටුපලේ ගං ඉවුරේ
මා තනිවම මද අඳුරේ
දෙගොඩ තලා ගඟ ගලා
මෙගොඩ ගොඩේ ඈ හිඳී
තොටුපලේ ගං ඉවුරේ
මා තනිවම මද අඳුරේ

මේ ගඟ ගලා ගියේ

අපි පුංචි ළමුන් දවසේ
ඇගෙ දෙපා පවා ආදරෙන් දොවා
ආදර ඒ ගඟ නෑ අද නෑ

දෙගොඩ තලා ගඟ ගලා

මෙගොඩ ගොඩේ ඈ හිඳී
තොටුපලේ ගං ඉවුරේ
මා තනිවම මද අඳුරේ

මේ ඔරු කඳේ නැගී
බොර පාට දියේ තනිවී
මා මෙහා ඉමේ ඈ එහා ඉමේ
බාධක මේ ගඟ තාම ගලයි

දෙගොඩ තලා ගඟ ගලා

මෙගොඩ ගොඩේ ඈ හිඳී
තොටුපලේ ගං ඉවුරේ
මා තනිවම මද අඳුරේ
දෙගොඩ තලා ගඟ ගලා
මෙගොඩ ගොඩේ ඈ හිඳී
තොටුපලේ ගං ඉවුරේ
මා තනිවම මද අඳුරේ

මා තනිවම මද අඳුරේ

මා තනිවම මද අඳුරේ
මා තනිවම මද අඳුරේ",ටී.එම්.ජයරත්න,T.M.Jayarathna,රෝහණ වීරසිංහ,Rohana Weerasinghe,දෙගොඩ තලා ගඟ ගලා,දෙගොඩ තලා ,ගඟ,ඉතාමත් වේගයෙන් ගං ඉවුරු බිඳගෙන ගඟ ගලා යයි
සියක් ආයු ලැබ,Siyak Ayu Leba,"
රඹුක්කන සිද්ධාර්ථ හිමි",Ven Rambukkana Siddhartha,"සියක් ආයු ලැබ - මගෙත් ආයු ගෙන මටත් වඩා කල් - ඔබ ජීවත් වේවා මෙතේ බුදුන් කල - ලොවේ උතුම් ලඳ විශාකාව වේවා
මහා පොළොවසේ - නිහඬ නිසන්සල ඔබේ දයාබර - හදින් ගලා එන ආදර ගීතය - ළොව සනහාලන බුදුබණ පදයක් වේවා
සියක් ආයු ලැබ - මගෙත් ආයු ගෙන මටත් වඩා කල් - ඔබ ජීවත් වේවා මෙතේ බුදුන් කල - ලොවේ උතුම් ලඳ විශාකාව වේවා
ගතේ රුහිරු ලේ - කිරි පෙව් සෙනෙහස සුවඳ ගලාගිය - ඔබෙ මවු හදවත නිවන් පුරට යන - මං පෙත හෙලිකල පහන් ටැඹක් වේවා",ටී.එම්.ජයරත්න,T.M.Jayarathna,එච් එම් ජයවර්ධන,H M Jayawardena,ආදර ගීතය - ළොව සනහාලන,ගීතය,ආදර,ආදරය ගීතයක් මෙන් මිහිරිව සිත් සනසාලයි 
අකුරු සතර කරන පුතුට,Akuru Sathara Karana Puthuta,සුනිල් ආරියරත්න,Sunil Ariyarathne,"අකුරු සතර කරන පුතුට සඳ දෙවියෝ රැස් හෙළූහ.
 රෑ තනියට ලඟ ඉන්නට සිය තරු දරුවන් එවූහ.
 හිරු දෙවියෝ සුළඟ වෙසින් ආසිරි චාමර සැළූහ.
 අකුරු සතර දත් පුතු ලඟ ගණ දෙවියෝ මල් පිදූහ.
 මගෙ දියණිය මලකි බඹරු එ මල වටා ගී ගැයූහ.
 රොන් ගන්නට බැරිවූ තැන මගෙ මල ගැන පද හැදූහ.
 වම් පියයුර ගඩා ගසා බඹර නුවර ගිනි ලැවූහ.
 පත්තිනි දෙවියෝ ඇවිදින් දුවගෙ නමට මල් පිදූහ.
 සතුරු සෙනග දුටු මනතින් බියසුල්ලෝ පැන දිවූහ.
 බාරහාර වී තැන තැන රහසේ කටමැත දෙඩූහ.
 විරු දරුවෝ ගෙන අසිපත් රුපු සේනා පොලු ගැසූහ.
 කඳ දෙවියෝ රණබිම් වැද බල සෙනඟට මල් පිදූහ.",නන්දාමාලිනි,Nanda Malini,ෂෙල්ටන් ප්‍රේමරත්න,Shelton Premarathne,මගෙ දියණිය මලකි,මල,මගේ දියණිය,සොඳුරු රුවැති මගේ දියණිය
ආරාධනා,Aradhana,කුලරත්න අරියවංස,Kularathne Ariyawansha,"ආරාධනා 
ආරාධනා

ජීවිතයේ තනි මංසල අතරමං වෙලා
හුදෙකලාව සුසුම් හෙළන හදවත සනහා
අතීතයේ ගිලිහී ගිය සතුට
රැගෙන යළි වඩින්න

ආරාධනා
ආරාධනා

නෙළු සුපෙම් කැටයම් හද පවුරුතලාවේ
මැකී ගියාදෝ- කාලයේ වෙරළේ
ජීවිතයේ දිගු ගමනේ අනාථ වූ දා
සෙනේහයේ සත් පියුමන් යළිඳු පිපේවා

ආරාධනා 
ආරාධනා

එදා සිඟිති කිරි සුවඳින් යුගදිවි අරණේ
ඔබේ උණුසුමේ යළිදු උපන්නෙම්
බිඳුණු එවන් රජ දහනින් සමුගෙන යනදා 
ඔබේ නුවන් පහනින් යළි එළිය ලැබේවා
 
ආරාධනා
ආරාධනා",අමරදේව ඩබ්ලිව් ඩී,Amaradewa W.D.,රෝහණ වීරසිංහ,Rohana Weerasinghe,නුවන් පහනින්,පහන,ඇස්,ආලෝකමත් ඇස් දෙක
දොර කවුළු,Dora Kawlu,සුනිල් ආරියරත්න,Sunil Ariyarathne,"දොර කවුළු විවර කරන අරුණ උදයේ...
 සීතල සුලඟ ඔබේ සුවඳ රැගෙන හමාවා...
 නිදියහන දෙනෙත නිසළ කරන මොහොතේ...
 රෑ ඝන අඳුර ඔබේ සිහින මසිත සදාවා...
 හද පෑරී රුදුම් දිදී තෙමා වැටෙන විට සළුපිළි...
 විෂ හීසර පහර වැදී දවා නැගෙන විට සෝගිනි...
 සීත ගගුළක් වී මා දොවමින් ගලාවා...
 බියකරු දිවි සටන් බිමේ පිළිරැව් දෙනවිට රණගොස...
 තනිවී දිවි සොහොන් බිමේ මළපොත ගෙන පෙරළන විට...
 මාල ගිරවෙකු වී මා නිවමින් ගයාවා...",නන්දාමාලිනි,Nanda Malini,සරත් දසනායක,Sarath Dasanayake,දිවි සොහොන් බිමේ,සොහොන් බිම,ජීවිතය,පාලුවට ගිය ජීවිතය
ඔබයි රම්‍ය සඳ කිරණ,Obai Ramya Sada Kiranna,සුනිල් ආරියරත්න,Sunil Ariyarathne,"ඔබයි රම්ය සඳ කිරණ ඝණ අන්ධකාරේ
 ඔබයි සෞම්ය තරැ එළිය ගිම්හාන කාලේ
 ඔබයි රම්ය සඳ කිරණ ඝණ අන්ධකාරේ
 ඔබයි සෞම්ය තරැ එළිය ගිම්හාන කාලේ
 සදානන්ද කරවු ඔබේ මධුර රාවෙන්
 පිපී ආමි අරවින්දයක් සේ තඩාගේ
 ප්රේමය නම් කිමැයි ඔබ මට කියා දුන්නෙහිය
 දැන් මගේ පරමාර්ථය ඔබය
 මගේ පරමාදර්ශය ඔබය
 මගේ ඒකායන ප්රාර්ථනයද ඔබය
 ඔබයි රම්ය සඳ කිරණ ඝණ අන්ධකාරේ
 ඔබයි සෞම්ය තරැ එළිය ගිම්හාන කාලේ
 උදාවු සුපෙම් දම් නුසුන් වී රැඳේවා
 මගේ පුංචි ලොකේ තැවුල් දුක් නොවේවා
 ප්රේමයේ ද්වාරය ඔබ මට විවර කලෙහිය
 දැන් මගේ අතීතය ඔබය
 මගේ වර්තමානය ඔබය
 උත්තරීතර අනාගතයද ඔබය
 ඔබයි රම්ය සඳ කිරණ ඝණ අන්ධකාරේ
 ඔබයි සෞම්ය තරැ එළිය ගිම්හාන කාලේ
 ඔබයි රම්ය සඳ කිරණ ඝණ අන්ධකාරේ
 ඔබයි සෞම්ය තරැ එළිය ගිම්හාන කාලේ",නන්දාමාලිනි,Nanda Malini,එච් එම් ජයවර්ධන,M. M. Jayawardhena,ඔබයි රම්‍ය සඳ කිරණ; ඔබයි සෞම්ය තරැ එළිය,සඳ කිරණ; තරැ එළිය,ඔබ; ඔබ,ඔබ මගේ ජීවිතය ආලෝකමත් කරයි; ඔබ තරු එලිය වගේ මට සෞම්‍යයි
අද පමණක් නොවේ අපට,Ada Pamanak Nowe Apata,කරුණාරත්න අබේසේකර,Karunarathne Abeysekara,"අද පමණක් නොවේ අපට හෙටක් තියනවා...
 අරුණළු කැන් හිනැහී නව දිනක් ලබනවා...
 අඳුරෙන් බර ආකර තුළ මැණික් දිලෙනවා...
 දෙස බස රැස අපේ අතින් එළිය වැටෙනවා...
 දෙස බස රැස අපේ අතින් එළිය වැටෙනවා...
 උදාසීන ජාතිය නිදි කිරා වැටෙන්නේ...
 උදාරතර හැඟුම් පැතුම් නැත ලියලන්නේ...
 උදාගිරෙන් උදාවෙමින් හිරු එනවාසේ...
 නවෝදයක් බිහි කරලමු අපි ඉතිහාසේ...
 අද පමණක් නොවේ අපට හෙටක් තියනවා...
 අරුණළු කැන් හිනැහී නව දිනක් ලබනවා...
 අඳුරෙන් බර ආකර තුළ මැණික් දිලෙනවා...
 දෙස බස රැස අපේ අතින් එළිය වැටෙනවා...
 දෙස බස රැස අපේ අතින් එළිය වැටෙනවා...
 ආ .....ආ ....ආ ......
 ආ ....ආ .............
 මුනි සිරිපා පියුම් පිපුණ මේ මහ දෙරණයි...
 දිගන්තයේ ජය දද නැගු හෙළ දෑ වරුණයි...
 එම බැතියෙන් අභිමානෙන් මුළු ලොව සුවඳයි...
 මෙම නිදහන් දිවි හිමියෙන් අපහට උරුමයි...
 අද පමණක් නොවේ අපට හෙටක් තියනවා...
 අරුණළු කැන් හිනැහී නව දිනක් ලබනවා...
 අඳුරෙන් බර ආකර තුළ මැණික් දිලෙනවා...
 දෙස බස රැස අපේ අතින් එළිය වැටෙනවා...
 දෙස බස රැස අපේ අතින් එළිය වැටෙනවා...",නන්දාමාලිනි,Nanda Malini,ප්‍රේමසිරි කේමදාස,Premadasa Kemadasa,මුනි සිරිපා පියුම්,පියුම්,මුනි සිරිපා,බුදුරජාණන් වහන්සේගේ පාද පියුමක් සේ පිරිසිදුයි සිනිදුයි
සූර්යයා වී,Surya Wee,සුනිල් ආරියරත්න,Sunil Ariyarathne,"සූර්යයා වී ඉන්ද්‍ර දිගින් ඔබ පායනවා...
 තාරපතී මා අවරගිරින් සැඟවී යනවා...
 මහබඹු නළලත කෙටුවේ ඔබ රුව...
 කිසි කල කිසි දින මට නොලැබෙන්නද...
 ලෝකය දෙකොනේ දෙතැනක තනිවී
 ලොවට හොරෙන් ඉකිබිඳ වැළපෙන්නද...
 උක්දඬු දුන්නේ මල්හීසර නොව...
 විෂ ලූ හීසර අප හද පාරයි...
 අප හමුනොවනා බව පැහැදිළි මුත්
 බලාපොරොත්තුව හදගැබ මෝරයි...",නන්දාමාලිනි,Nanda Malini,රෝහණ වීරසිංහ,Rohana Weerasinghe,තාරපතී මා,තාරපතී,මා,මම සැමවිටම ඔබගෙන් දුරස්ව සිටියි
ලේ කඳුලින්,Le Kadulin,සුනිල් ආරියරත්න,Sunil Ariyarathne,"ලේ කඳුලින් දෙපා දොවා
 මුර ගෑ යාදිනි නෑසූ සවනින්
 නොයන් සුපෙම්වත අතැර දමා මා මරු කතරේ...
 හද මල් ගොමුවේ ප්‍රථම මලයි ඔබ නෙළුවේ...
 එමලේ පිවිතුරු සුවඳ පොදයි ඔබ ලැබුවේ...
 ආදර කඳුළට නිගා කරන්නට
 සැහැසි වුණේ කිම කියන් සුපෙම්වත...
 යෞවනයේ කඳු සිරස මතයි මා  සිටියේ...
 එහි මා කැඳවූ දිනෙක ඔබයි මා නැසුවේ...
 කවට කමින් ආළය ගරහන්නට...
 සැහැසි වුණේ කිම කියන් සුපෙම්වත...",නන්දාමාලිනි,Nanda Malini,එච්. එම්. ජයවර්ධන,M.M. Jayawardene,හද මල් ගොමුවේ,මල් ගොමුවේ,හද,සුන්දර හදවත
නවාතැන්පොළ ඔබයි,Nawathanpola Obai,සුනිල් ආරියරත්න,Sunil Ariyarathne,"නවාතැන්පොළ ඔබයි
 ඔබගේ සිනාවයි
 ජීවිතේ දිගු වන්දනා ගමනේ
 ජීවිතේ දිගු වන්දනා ගමනේ
 ආලයේ වන බිඟුන් බමනා
 ස්නේහයේ ජල තරඟ බිඳෙනා
 නිල්ල දිලෙනා නිම්නයේ
 ගරා ‍නොවැටෙන නවාතැන ඔබ
 නවාතැන්පොළ ඔබයි
 ඔබගේ සිනාවයි
 ජීවිතේ දිගු වන්දනා ගමනේ
 ජීවිතේ දිගු වන්දනා ගමනේ
 දයාවේ සඳ සිසිල ලබනා
 සාමයේ මඳ පවන රඳනා
 හිම මිදෙන මිටියාවතේ
 සදා උණුසුම් නවාතැන ඔබ
 නවාතැන්පොළ ඔබයි
 ඔබගේ සිනාවයි
 ජීවිතේ දිගු වන්දනා ගමනේ
 ජීවිතේ දිගු වන්දනා ගමනේ",නන්දාමාලිනි,Nanda Malini,එච්.එම්. ජයවර්ධන,M. M. Jayawardhena,නවාතැන්පොළ ඔබයි,නවාතැන්පොළ,ඔබ,නිදහස සැනසීම සතුට තියෙන්නෙ ඔබ ලඟ
දුර ඈත තුරු වදුලේ,Dura Atha Thuru Wadule,කැමිලස් පෙරේරා,Kamilas Perera,"දුර ඈත තුරු වදුලේ කටු අකුලේ/n පිපි නිදිකුම්බා මල් කැකුළ ඔබයි...
 මඳහස මුව මඬලේ නෙතු සඟලේ
 නිති තනි රකිනා පිනි කඳුළ මමයි...
 මුළු සසර පුරා සිසිලස තවරා
 දිවි ගිමන නිවන මඳ පවන ඔබයි…
 හද විමන අරා සෙනෙහස අතුරා
 එහි නිබඳ රඳන මල් සුවඳ මමයි…
 ඇස කඳුළු සලා හිස ගිනි අවුලා
 හිත නැඟෙන බිඳෙන දුක් සුසුම ඔබයි…
 නිති සිනා සලා දිවි ගෙවන තුරා
 ඔබ සිතන පතන පිළිසරණ මමයි…",නන්දාමාලිනි,Nanda Malini,සරත් දසනායක,Sarath Dasanayake,නිදිකුම්බා මල් කැකුළ ඔබයි; පිනි කඳුළ මමයි,නිදිකුම්බා මල් කැකුළ; පිනි කඳුළ,ඔබ; මම,ගම්බද සුන්දර තරුණියක් ඔබ; නෙත් දෙකේ තනි රකින්නේ කඳුල වගේ ඔබේ තනි රකින්නේ මම
රෑන ගිරා ජෝඩුවයි,Rana Gira Joduwai,ධර්මසිරි ගමගේ,Darmasiri Gamage,"රෑන ගිරා ජෝඩුවයි.......
 හාද වෙලා ආදරෙන්..
 රෑන ගිරා ජෝඩුවයි.......
 වනන්තරේ වෙනසක් නෑ..
 පෙම් සිතුවිලි පැදේ....
 පෙම් සිතුවිලි පැදේ....
 ගිය ගිය තැන ආදර රජ මාලිගාව සෑදේ
 රෑන ගිරා ජෝඩුවයී.......
 හාද වෙලා ආදරෙන්....
 රැන ගිරා ජෝඩුවයි.......
 වන රේඛා මැද සීතළ හෙවනේ....
 අත්වැල් බැඳ යන ආදර ගමනේ...
 හුරතල් දැනිලයී... දුක් ගිනි නිවුනේ...
 සිනහ කුසුම් තොල්.. පෙති අග පිපුනේ...
 රෑන ගිරා ජෝඩුවයි.......
 හාද වෙලා ආදරෙන්..
 රෑන ගිරා ජෝඩුවයී.......
 මල් පෙති උඩ පෙම් සෙවනැලි ඇඳිලා...
 දිය රැළි ඒ දැක එබිකම් කරලා...
 කඳු මුදුනේ සිට පහළට පැනලා...
 විහිළු කරයි මේ ජෝඩුව දැකලා...
 රෑන ගිරා ජෝඩුවයි.......
 හාද වෙලා ආදරෙන්..
 රෑන ගිරා ජෝඩුවයී.......
 වනන්තරේ වෙනසක් නෑ...
 පෙම් සිතුවිලි පෑදේ....
 පෙම් සිතුවිලි පෑදේ...
 හිත ගිය තැන ආදර රජ මාලිගාව සැදේ
 රෑන ගිරා ජෝඩුවයි.......
 හාද වෙලා ආදරෙන්..
 රෑන ගිරා ජෝඩුවයී.......",නන්දාමාලිනි,Nanda Malini,ප්‍රේමසිරි කේමදාස,Premasiri Kemadasa,කුසුම් තොල්,කුසුම,තොල්,සිනිදු ලස්සන තොල්
මගේ සඳ ඔබ,Mage Sada Oba,සුනිල් ආරියරත්න,Sunil Ariyarathne,"මගේ සඳ ඔබ - මගේ සඳ ඔබ
 එදා සඳ නොව - මෙදා සඳ ඔබ
 මගේ සඳ ඔබ මගේ....
 එදා මට ඔබ සරා සඳ විය..
 කවි ඇසින් දුටු සොඳුරු පියකරු..
 අඳුරු හද ගැබ එකලු කරමින්..
 උදාවිය ගිරි ශිඛර සිරසේ...
 මගේ සඳ ඔබ...
 මෙදා මට ඔබ සැබෑ සඳමය..
 විදු ඇසින් දුටු ලොවය විසකුරු..
 ප්‍රාණයෙන් තොර වියලි සඳසේ..
 ඔබද අදමා අසල ගැවසේ...
 මගේ සඳ ඔබ...",නන්දාමාලිනි,Nanda Malini,රෝහණ වීරසිංහ,Rohana Weerasinghe,මගේ සඳ ඔබ,මගේ සඳ,ඔබ,සොඳුරු පියකරු ඔබ හදවත ආලෝකමත් කරයි
දේදුනු පායා,Dedunu Paya,ලෙසිල් රණසිංහ,Lesli Ranasinghe,"දේදුනු පායා පාට වැටෙනවා
 ජීවන අහස් තලේ
 ආ.දර පවනේ සුසුම් කුසුම් වැල්
 මා යන මඟට හැරේ
 දේදුනු පායා පාට වැටෙනවා
 ජීවන අහස් තලේ
 ආ.දර පවනේ සුසුම් කුසුම් වැල්
 මා යන මඟට හැරේ
 දෑසට දෑසක් හමුවුනු දවසේ
 නුපුරුදු හැඟුමක් කියවේ රහසේ
 සිතිවිලි දහසක් එක්තැන් වූයේ
 පැතුම් ලොවට මගේ ඇයි ඔබ ආවේ
 මා කැඳවන ගොලු ඉඟියක් දැනුනා
 ආදර විමනේ රන් දොර ඇරුණා
 පොපියන හදකින් ආශා හිතුණා
 පිටුපා යන්නට බැරි බව හැඟුණා
 දේදුනු පායා පාට වැටෙනවා
 ජීවන අහස් තලේ
 ආ.දර පවනේ සුසුම් කුසුම් වැල්
 මා යන මඟට හැරේ
 උල්පත් හැදුනේ සිහිල උනන්නයි
 මල් කෙමි මැවුනේ රොන් වෑහෙන්නයි
 මී වද බැඳුනේ පැණි සුරකින්නයි
 හද මැවුනේ ආදරය කරන්නයි
 මල්බර තුරු අතු සෙවණ සදනවා
 කුරුලු ගීත ආසිරි ගී වෙනවා
 තනිවම ගිය මග ඔබ හා යනවා
 පෙමට ඇරුණු හද ඔබට පුදනවා
 දේදුනු පායා පාට වැටෙනවා
 ජීවන අහස් තලේ
 ආ.දර පවනේ සුසුම් කුසුම් වැල්
 මා යන මඟට හැරේ
 දේදුනු පායා පාට වැටෙනවා
 ජීවන අහස් තලේ
 ආ.දර පවනේ සුසුම් කුසුම් වැල්
 මා යන මඟට හැරේ",නන්දාමාලිනි,Nanda Malini,ප්‍රේමසිරි කේමදාස,Premasiri Kemadasa,ජීවන අහස් තලේ; සුසුම් කුසුම් වැල්,අහස් තලේ; කුසුම් වැල්,ජීවිතය; සුසුම්,ඉමක් කොනක් නොපෙනෙන ජීවිතය; සොඳුරු සුසුම්
සංසාර සාගරේ,Sansara Sagare,සුනිල් ආරියරත්න,Sunil Ariyarathne,"සංසාර සාගරේ ජීවිතේ යාත්‍රාව
 ඔබ සොයා පදවන්නෙමී....
 ඔබ නිසා පදවන්නෙමී....
 සංසාර සාගරේ ජීවිතේ යාත්‍රාව
 ඔබ සොයා පදවන්නෙමී....
 ඔබ නිසා පදවන්නෙමී....
 ප්‍රදීපාගාරයක ආලෝක වළල්ලක් එවාලා
 ඔබ සිටින ගොඩබිමෙහි
 මං ළකුණු දන්වන්න
 නැංගුරම් ලන තැනට, පෙනෙන සේ ඔබ ඉන්න
 සංසාර සාගරේ ජීවිතේ යාත්‍රාව
 ඔබ සොයා පදවන්නෙමී....
 ඔබ නිසා පදවන්නෙමී....
 වෙරළ වෙත සැපත් මා
 දෝත පා පිළිගන්න සිනා සී
 දුර්ඝ වූ ගමන් මග විඩා ගිනි දුරලන්න
 යාත්‍රාව පදවන්න, මා සමග එක් වන්න
 සංසාර සාගරේ ජීවිතේ යාත්‍රාව
 ඔබ සොයා පදවන්නෙමී....
 ඔබ නිසා පදවන්නෙමී....
 සංසාර සාගරේ ජීවිතේ යාත්‍රාව
 ඔබ සොයා පදවන්නෙමී....
 ඔබ නිසා පදවන්නෙමී....",නන්දාමාලිනි,Nanda Malini,සරත් දසනායක,Sarath Dasanayake,සංසාර සාගරේ; ජීවිතේ යාත්‍රාව,සාගරේ; යාත්‍රාව,සංසාර; ජීවිතේ,කෙළවරක් නැති සසර;  සසර පුරා ගමන් කරන ජීවිතය
අකුරු සතර කරන පුතුට,Akuru Sathara Karana Puthuta,සුනිල් ආරියරත්න,Sunil Ariyarathne,"අකුරු සතර කරන පුතුට සඳ දෙවියෝ රැස් හෙළූහ.
 රෑ තනියට ලඟ ඉන්නට සිය තරු දරුවන් එවූහ.
 හිරු දෙවියෝ සුළඟ වෙසින් ආසිරි චාමර සැළූහ.
 අකුරු සතර දත් පුතු ලඟ ගණ දෙවියෝ මල් පිදූහ.
 මගෙ දියණිය මලකි බඹරු එ මල වටා ගී ගැයූහ.
 රොන් ගන්නට බැරිවූ තැන මගෙ මල ගැන පද හැදූහ.
 වම් පියයුර ගඩා ගසා බඹර නුවර ගිනි ලැවූහ.
 පත්තිනි දෙවියෝ ඇවිදින් දුවගෙ නමට මල් පිදූහ.
 සතුරු සෙනග දුටු මනතින් බියසුල්ලෝ පැන දිවූහ.
 බාරහාර වී තැන තැන රහසේ කටමැත දෙඩූහ.
 විරු දරුවෝ ගෙන අසිපත් රුපු සේනා පොලු ගැසූහ.
 කඳ දෙවියෝ රණබිම් වැද බල සෙනඟට මල් පිදූහ.",නන්දාමාලිනි,Nanda Malini,ෂෙල්ටන් ප්‍රේමරත්න,Shelton Premarathne,මගෙ දියණිය මලකි,මල,මගේ දියණිය,සොඳුරු රුවැති මගේ දියණිය
වාසනාවන්,Wasanawan,කුලරත්න අරියවංස,Kularathne Ariyawansha,"වාසනාවන් වාසනාවන්…
 ඔබේ දිවි මඟ වාසනාවේ සුවහසක් මල් පිපේවා
 ඔබේ ලෝකය පැතුම් කුසුමන් පිපී සුවඳින් පිරේවා
 වාසනාවන් වාසනාවන්..
 අහිමි වේ නම් ඔබේ ලෝකය
 දුරස් වී මා හිඳින්නම්
 සිතින් සිපගෙන ඔබේ පා යුග
 සදා සැනසී හිඳින්නම්..
 ඔබෙන් හඳුනාගත් මිනිස්කම
 තුළින් මා ලොව දකින්නම්
 ඔබේ සෙනෙහස වුවද මා ලද
 වාසනාවකි සිතන්නම්..",නන්දාමාලිනි,Nanda Malini,රෝහණ වීරසිංහ,Rohana Weerasinghe,පැතුම් කුසුමන්,කුසුමන්,පැතුම්,සුන්දර ප්‍රාර්ථනාවන්
ලේ කඳුලින්,Le kandulin,සුනිල් ආරියරත්න,Sunil Ariyarathne,"ලේ කඳුලින් දෙපා දොවා
 මුර ගෑ යාදිනි නෑසූ සවනින්
 නොයන් සුපෙම්වත අතැර දමා මා මරු කතරේ...
 හද මල් ගොමුවේ ප්‍රථම මලයි ඔබ නෙළුවේ...
 එමලේ පිවිතුරු සුවඳ පොදයි ඔබ ලැබුවේ...
 ආදර කඳුළට නිගා කරන්නට
 සැහැසි වුණේ කිම කියන් සුපෙම්වත...
 යෞවනයේ කඳු සිරස මතයි මා  සිටියේ...
 එහි මා කැඳවූ දිනෙක ඔබයි මා නැසුවේ...
 කවට කමින් ආළය ගරහන්නට...
 සැහැසි වුණේ කිම කියන් සුපෙම්වත...",නන්දාමාලිනි,Nanda Malini,එච්. එම්. ජයවර්ධන,M. M. Jayawardhena,හද මල් ගොමුවේ,මල් ගොමුවේ,හද,සුන්දර හදවත
මගේ සඳ ඔබ,Mage Sada Oba,සුනිල් ආරියරත්න,Sunil Ariyarathne,"මගේ සඳ ඔබ - මගේ සඳ ඔබ
 එදා සඳ නොව - මෙදා සඳ ඔබ
 මගේ සඳ ඔබ මගේ....
 එදා මට ඔබ සරා සඳ විය..
 කවි ඇසින් දුටු සොඳුරු පියකරු..
 අඳුරු හද ගැබ එකලු කරමින්..
 උදාවිය ගිරි ශිඛර සිරසේ...
 මගේ සඳ ඔබ...
 මෙදා මට ඔබ සැබෑ සඳමය..
 විදු ඇසින් දුටු ලොවය විසකුරු..
 ප්‍රාණයෙන් තොර වියලි සඳසේ..
 ඔබද අදමා අසල ගැවසේ...
 මගේ සඳ ඔබ...",නන්දාමාලිනි,Nanda Malini,රෝහණ වීරසිංහ,Rohana Weerasinghe,මගේ සඳ ඔබ,මගේ සඳ,ඔබ,සොඳුරු පියකරු ඔබ හදවත ආලෝකමත් කරයි
